"","vertex","group"
"2635","22170667","1"
"2636","22176795","2"
"2637","22179650","1"
"2638","22181584","3"
"2639","22197662","1"
"2640","22198442","3"
"2641","22201769","2"
"2642","22209796","1"
"2643","22213549","2"
"2644","22217705","1"
"2645","22219529","3"
"2646","22224515","1"
"2647","22225586","1"
"2648","22233905","1"
"2649","22234205","2"
"2650","22234816","5"
"2651","22237281","2"
"2652","22245550","1"
"2653","22247308","6"
"2654","22258274","3"
"2655","22264106","3"
"2656","22269369","4"
"2657","22270575","1"
"2658","22271746","2"
"2659","22274249","1"
"2660","22281267","27"
"2661","22281715","1"
"2662","22284033","1"
"2663","22284734","1"
"2664","22285669","2"
"2665","22292104","3"
"2666","22297915","3"
"2667","22299221","2"
"2668","22299264","2"
"2669","22299633","3"
"2670","2230103","1"
"2671","22305303","2"
"2672","22305696","3"
"2673","22307442","4"
"2674","22308261","2"
"2675","22309942","1"
"2676","2231060","2"
"2677","22315512","2"
"2678","22316359","2"
"2679","22321464","1"
"2680","22328646","2"
"2681","22330762","2"
"2682","22333869","1"
"2683","22339562","4"
"2684","22340828","2"
"2685","22340848","2"
"2686","22341660","3"
"2687","22343165","3"
"2688","22343221","2"
"2689","22345244","4"
"2690","2235296","1"
"2691","22353058","2"
"2692","22354119","2"
"2693","22364329","1"
"2694","22364996","2"
"2695","22366234","2"
"2696","22367519","1"
"2697","22368143","2"
"2698","22369306","1"
"2699","22373745","3"
"2700","22374304","3"
"2701","22377966","2"
"2702","22379075","2"
"2703","22387690","1"
"2704","22390777","2"
"2705","22393579","4"
"2706","22393878","2"
"2707","22395405","1"
"2708","22396771","2"
"2709","22400065","3"
"2710","2240061","3"
"2711","2240222","2"
"2712","22402354","2"
"2713","22402427","2"
"2714","22404181","2"
"2715","22405666","1"
"2716","22411249","2"
"2717","22414653","2"
"2718","22414958","8"
"2719","22420013","4"
"2720","22426689","2"
"2721","22427070","2"
"2722","22427683","1"
"2723","22430315","1"
"2724","22432463","1"
"2725","22433198","2"
"2726","22439864","1"
"2727","22442125","2"
"2728","22444233","3"
"2729","22458691","2"
"2730","22462513","3"
"2731","22464767","1"
"2732","22467742","1"
"2733","22476951","1"
"2734","22477145","1"
"2735","22484547","2"
"2736","22487036","1"
"2737","224932","1"
"2738","22494583","2"
"2739","22497098","9"
"2740","22497548","1"
"2741","22503289","2"
"2742","22504738","1"
"2743","22505179","4"
"2744","22505428","1"
"2745","22507667","2"
"2746","22508719","2"
"2747","22510808","3"
"2748","22512470","1"
"2749","22513373","1"
"2750","22516299","2"
"2751","22528920","4"
"2752","22531374","1"
"2753","22534451","1"
"2754","2253931","3"
"2755","22544258","1"
"2756","22551280","1"
"2757","22551756","2"
"2758","22553898","1"
"2759","22554234","2"
"2760","22554857","2"
"2761","22559231","1"
"2762","22570859","2"
"2763","22575393","2"
"2764","22576869","3"
"2765","22579669","2"
"2766","22580713","1"
"2767","22586285","2"
"2768","22587008","1"
"2769","22591916","2"
"2770","22592753","1"
"2771","22593194","8"
"2772","22596208","2"
"2773","22596234","1"
"2774","22599371","1"
"2775","22599850","1"
"2776","22604527","1"
"2777","22604955","2"
"2778","22606512","2"
"2779","22613727","3"
"2780","22616802","1"
"2781","22622228","1"
"2782","22622934","1"
"2783","22624117","1"
"2784","22624495","1"
"2785","22646900","2"
"2786","22647904","1"
"2787","22653679","1"
"2788","22658594","3"
"2789","22664281","3"
"2790","22665269","1"
"2791","22667714","1"
"2792","22670958","2"
"2793","22671205","1"
"2794","22671648","2"
"2795","22672252","3"
"2796","22673901","3"
"2797","22673973","2"
"2798","22681201","1"
"2799","22684992","2"
"2800","22688111","2"
"2801","22689503","2"
"2802","22691013","2"
"2803","22693471","1"
"2804","22693578","4"
"2805","22704264","1"
"2806","22706228","4"
"2807","22706436","3"
"2808","22707745","1"
"2809","22714406","1"
"2810","2271846","2"
"2811","22719590","2"
"2812","22721922","2"
"2813","22722354","2"
"2814","22723059","3"
"2815","22726148","1"
"2816","22727352","1"
"2817","22727662","1"
"2818","22729958","1"
"2819","22731270","1"
"2820","22731382","2"
"2821","22746369","2"
"2822","22748617","2"
"2823","22750165","2"
"2824","22757501","3"
"2825","22761823","2"
"2826","22767595","1"
"2827","2276824","1"
"2828","22771138","1"
"2829","22771654","3"
"2830","22774575","1"
"2831","2277717","1"
"2832","22777637","1"
"2833","22780955","2"
"2834","22787488","8"
"2835","22789914","1"
"2836","22791147","2"
"2837","22791556","1"
"2838","22792800","3"
"2839","22798796","3"
"2840","22799029","1"
"2841","22805115","3"
"2842","22815658","10"
"2843","22821821","3"
"2844","22828442","1"
"2845","22830806","1"
"2846","22838537","2"
"2847","22838640","1"
"2848","22843658","22"
"2849","22845593","2"
"2850","22846484","2"
"2851","22851973","3"
"2852","22855063","1"
"2853","22858258","1"
"2854","22861226","1"
"2855","22863213","2"
"2856","22864703","1"
"2857","22875712","7"
"2858","22882962","2"
"2859","22884490","2"
"2860","228848","2"
"2861","22887789","1"
"2862","22888141","3"
"2863","22890621","3"
"2864","22899124","3"
"2865","22899165","2"
"2866","22905115","2"
"2867","22911552","2"
"2868","22914971","7"
"2869","22916071","1"
"2870","22918133","2"
"2871","22940762","2"
"2872","22943449","1"
"2873","22943718","1"
"2874","22952070","2"
"2875","22953421","3"
"2876","2295417","1"
"2877","22955001","2"
"2878","22958678","1"
"2879","22959778","1"
"2880","22980108","2"
"2881","22987489","1"
"2882","22991109","1"
"2883","22992905","1"
"2884","22997286","1"
"2885","22998223","2"
"2886","22998589","1"
"2887","23000182","3"
"2888","23000417","2"
"2889","23000647","1"
"2890","23009610","3"
"2891","23011748","1"
"2892","2301340","1"
"2893","23013402","2"
"2894","23014400","3"
"2895","23015068","2"
"2896","23016674","2"
"2897","23019050","5"
"2898","23020642","1"
"2899","23023835","2"
"2900","23027841","1"
"2901","23028777","1"
"2902","23028790","1"
"2903","23029434","1"
"2904","23031685","2"
"2905","23031699","3"
"2906","23031761","3"
"2907","23032159","1"
"2908","23041160","1"
"2909","23044708","3"
"2910","23051253","1"
"2911","23051428","2"
"2912","23051532","1"
"2913","23055993","1"
"2914","23058057","2"
"2915","23060818","1"
"2916","23061177","1"
"2917","23062600","3"
"2918","23063165","3"
"2919","23070402","1"
"2920","23071139","1"
"2921","23071387","1"
"2922","23073439","1"
"2923","23075210","2"
"2924","23081611","1"
"2925","23081626","3"
"2926","23084752","1"
"2927","23085863","4"
"2928","23086086","1"
"2929","23086423","3"
"2930","23086541","50"
"2931","23086717","1"
"2932","23090113","1"
"2933","23090592","1"
"2934","23091395","1"
"2935","23092672","1"
"2936","23093304","2"
"2937","23093686","1"
"2938","23096897","3"
"2939","23097405","3"
"2940","23099108","1"
"2941","23104290","1"
"2942","23106434","1"
"2943","23113849","1"
"2944","23117110","4"
"2945","23117563","2"
"2946","23119197","1"
"2947","23120880","3"
"2948","23122645","1"
"2949","23128491","16"
"2950","23130626","5"
"2951","23132121","2"
"2952","23133675","2"
"2953","23134627","3"
"2954","23136445","1"
"2955","23137483","3"
"2956","23139997","1"
"2957","23143462","6"
"2958","23143970","1"
"2959","23144615","2"
"2960","23147507","2"
"2961","23150773","2"
"2962","231509","1"
"2963","23152053","28"
"2964","23152142","1"
"2965","23153714","8"
"2966","23154255","1"
"2967","23154785","1"
"2968","23159300","1"
"2969","23163542","2"
"2970","23167874","2"
"2971","23171706","3"
"2972","23174128","1"
"2973","2317743","11"
"2974","23178097","3"
"2975","23178582","1"
"2976","23184404","1"
"2977","23188601","1"
"2978","23191029","3"
"2979","23193258","2"
"2980","23193969","1"
"2981","23195038","5"
"2982","23195397","1"
"2983","23196090","1"
"2984","23197227","1"
"2985","23198279","2"
"2986","23199380","2"
"2987","23203988","2"
"2988","23204516","2"
"2989","23204992","2"
"2990","23205861","2"
"2991","23206285","1"
"2992","23207578","4"
"2993","23208485","2"
"2994","23209265","2"
"2995","23209678","1"
"2996","23210106","4"
"2997","23210849","2"
"2998","23211403","1"
"2999","23220164","2"
"3000","23220426","3"
"3001","232207","2"
"3002","23222524","1"
"3003","23224868","3"
"3004","23225751","3"
"3005","23228089","1"
"3006","2323034","1"
"3007","23230949","2"
"3008","23231191","1"
"3009","23240346","2"
"3010","23244153","2"
"3011","23245540","2"
"3012","23247032","1"
"3013","23248758","2"
"3014","23249330","1"
"3015","23254225","1"
"3016","2325739","29"
"3017","23261625","2"
"3018","23268129","8"
"3019","23269884","8"
"3020","23271192","4"
"3021","23271988","4"
"3022","23273770","1"
"3023","23277561","1"
"3024","23280083","3"
"3025","23283121","2"
"3026","23286804","1"
"3027","23288602","2"
"3028","23289032","1"
"3029","23297311","1"
"3030","23301671","1"
"3031","2330511","2"
"3032","23308592","5"
"3033","23310083","2"
"3034","23311669","2"
"3035","23317710","2"
"3036","23318145","1"
"3037","23320579","1"
"3038","23321000","2"
"3039","23323868","1"
"3040","23323871","1"
"3041","23327421","3"
"3042","23331009","1"
"3043","23332052","25"
"3044","23333389","2"
"3045","23334705","1"
"3046","23335018","8"
"3047","23342559","1"
"3048","23348226","1"
"3049","23349533","2"
"3050","23353055","2"
"3051","23356835","2"
"3052","23359573","1"
"3053","23360596","2"
"3054","23361779","1"
"3055","23362901","2"
"3056","23363632","6"
"3057","23363932","2"
"3058","23367623","1"
"3059","23368320","2"
"3060","23369482","1"
"3061","23371729","1"
"3062","2337584","1"
"3063","23377835","1"
"3064","23377873","1"
"3065","23383755","2"
"3066","23386549","1"
"3067","23387349","1"
"3068","23387437","2"
"3069","23389073","2"
"3070","23389435","2"
"3071","23391924","2"
"3072","23392755","1"
"3073","23395032","1"
"3074","23402482","1"
"3075","23403128","3"
"3076","23405778","1"
"3077","23407597","2"
"3078","23408697","1"
"3079","23411124","2"
"3080","23413723","3"
"3081","23426646","2"
"3082","23431992","2"
"3083","23432103","3"
"3084","23436255","2"
"3085","23436912","2"
"3086","23441665","1"
"3087","23443282","1"
"3088","23447013","3"
"3089","23448507","4"
"3090","23459927","1"
"3091","23460670","1"
"3092","23462474","1"
"3093","23464766","1"
"3094","2346578","1"
"3095","23471973","2"
"3096","23477671","1"
"3097","23479507","3"
"3098","23481588","3"
"3099","23483081","2"
"3100","23485561","1"
"3101","23492170","3"
"3102","23492957","4"
"3103","23493677","4"
"3104","23501492","4"
"3105","23510900","2"
"3106","23511143","2"
"3107","23512817","3"
"3108","23513010","1"
"3109","23513241","15"
"3110","23514879","2"
"3111","23515014","1"
"3112","23515512","3"
"3113","23516377","1"
"3114","23517066","2"
"3115","23518090","2"
"3116","23519412","3"
"3117","23522258","3"
"3118","23527498","2"
"3119","23533945","1"
"3120","23534742","2"
"3121","23538632","2"
"3122","23540296","1"
"3123","23540517","1"
"3124","23549050","3"
"3125","23549641","3"
"3126","23550731","1"
"3127","23554452","2"
"3128","23554818","1"
"3129","23555084","3"
"3130","2355666","1"
"3131","23566186","3"
"3132","23567753","3"
"3133","23571970","2"
"3134","23572276","2"
"3135","23575257","3"
"3136","23582600","2"
"3137","23587414","6"
"3138","23588243","1"
"3139","23593288","1"
"3140","23597434","1"
"3141","23614580","1"
"3142","23619420","1"
"3143","23620693","1"
"3144","23623776","1"
"3145","23626235","2"
"3146","23626891","1"
"3147","23630587","2"
"3148","23632922","1"
"3149","23645295","2"
"3150","23650614","2"
"3151","23650812","2"
"3152","23651032","3"
"3153","23655593","5"
"3154","23656404","1"
"3155","23663122","1"
"3156","23666517","2"
"3157","23667549","4"
"3158","23671404","2"
"3159","23673101","3"
"3160","23678764","3"
"3161","23683785","2"
"3162","2368632","1"
"3163","23690610","2"
"3164","23690750","3"
"3165","23691060","1"
"3166","23691481","1"
"3167","23692866","3"
"3168","23696284","1"
"3169","23713759","1"
"3170","23716215","1"
"3171","23717288","3"
"3172","23719290","2"
"3173","23720428","1"
"3174","23721234","3"
"3175","23727429","1"
"3176","23728004","3"
"3177","23729616","2"
"3178","23734445","8"
"3179","23735777","1"
"3180","23736899","2"
"3181","23738096","3"
"3182","2374861","2"
"3183","23750416","2"
"3184","23750672","2"
"3185","23750889","3"
"3186","23756885","1"
"3187","23757834","1"
"3188","23761839","3"
"3189","23762962","1"
"3190","23764469","2"
"3191","23766528","1"
"3192","23767821","1"
"3193","23768676","1"
"3194","23768726","2"
"3195","23780523","1"
"3196","23781758","17"
"3197","23782591","2"
"3198","23783833","3"
"3199","23784032","3"
"3200","23784463","3"
"3201","23785965","1"
"3202","23787180","2"
"3203","23787823","2"
"3204","23794855","2"
"3205","23798759","1"
"3206","23808015","10"
"3207","23809189","1"
"3208","23810794","1"
"3209","23812497","3"
"3210","23814146","3"
"3211","23815297","1"
"3212","23816909","1"
"3213","23820916","1"
"3214","23822174","1"
"3215","23822798","2"
"3216","23822947","3"
"3217","23831486","17"
"3218","23831902","1"
"3219","23834670","3"
"3220","23840013","1"
"3221","23840109","1"
"3222","238515","2"
"3223","23854304","2"
"3224","23854364","1"
"3225","23855392","2"
"3226","23855734","2"
"3227","23856015","1"
"3228","23858125","1"
"3229","23861231","3"
"3230","23862170","2"
"3231","23862613","1"
"3232","2386494","3"
"3233","23865819","2"
"3234","23866095","1"
"3235","23881518","3"
"3236","23882322","2"
"3237","23885062","2"
"3238","23888563","1"
"3239","23889170","2"
"3240","23890634","3"
"3241","23893771","3"
"3242","23900160","2"
"3243","23902789","1"
"3244","23909550","2"
"3245","23914381","1"
"3246","23915345","1"
"3247","23922450","1"
"3248","23927859","2"
"3249","23928909","1"
"3250","23929231","1"
"3251","23934676","3"
"3252","2393999","2"
"3253","23949987","1"
"3254","23952973","1"
"3255","23953866","4"
"3256","23957185","4"
"3257","23957221","1"
"3258","23957942","2"
"3259","23962934","1"
"3260","23964374","2"
"3261","23965049","1"
"3262","23966254","1"
"3263","23971586","1"
"3264","23972029","1"
"3265","23980560","1"
"3266","23983571","3"
"3267","23987854","1"
"3268","23994980","1"
"3269","23996747","1"
"3270","24000790","3"
"3271","24002254","3"
"3272","24006066","3"
"3273","24008814","1"
"3274","24010036","2"
"3275","2401139","2"
"3276","24016969","1"
"3277","24022202","10"
"3278","24024993","1"
"3279","2402520","2"
"3280","24031304","2"
"3281","24034681","2"
"3282","24035424","1"
"3283","24035891","1"
"3284","2403838","2"
"3285","24039121","2"
"3286","2403966","2"
"3287","24045488","1"
"3288","2404863","1"
"3289","24050758","2"
"3290","24056190","1"
"3291","24058200","1"
"3292","24060949","2"
"3293","24065647","2"
"3294","24074293","2"
"3295","24077889","54"
"3296","24078275","12"
"3297","2407893","14"
"3298","24082709","3"
"3299","24082904","1"
"3300","24084944","1"
"3301","24087258","1"
"3302","2408754","1"
"3303","24087543","1"
"3304","24088416","1"
"3305","24093155","3"
"3306","24093518","3"
"3307","24093716","1"
"3308","24093859","1"
"3309","24098406","2"
"3310","24100815","50"
"3311","24103391","1"
"3312","24108811","2"
"3313","24110907","2"
"3314","2411242","1"
"3315","24116894","2"
"3316","2411790","1"
"3317","24137155","1"
"3318","24142050","2"
"3319","24146586","1"
"3320","24154430","2"
"3321","2415742","2"
"3322","24163338","3"
"3323","24167160","4"
"3324","24168924","3"
"3325","24176381","1"
"3326","24176818","1"
"3327","24180587","1"
"3328","24182194","1"
"3329","24185118","3"
"3330","2419233","1"
"3331","2419419","2"
"3332","24199495","2"
"3333","24202537","3"
"3334","24204843","1"
"3335","24206947","2"
"3336","24211024","3"
"3337","24211523","2"
"3338","24212698","3"
"3339","24214114","1"
"3340","24220053","1"
"3341","24220796","3"
"3342","24222355","1"
"3343","24223963","2"
"3344","24226378","2"
"3345","24228417","2"
"3346","24232796","2"
"3347","24237994","1"
"3348","24240752","2"
"3349","24241602","1"
"3350","24242885","5"
"3351","24243849","1"
"3352","24245653","3"
"3353","24246451","6"
"3354","24246909","1"
"3355","24248904","1"
"3356","24250729","1"
"3357","2425080","2"
"3358","2426017","2"
"3359","24262315","6"
"3360","24263922","2"
"3361","2426554","2"
"3362","24267529","2"
"3363","2427139","2"
"3364","24279331","2"
"3365","24282184","3"
"3366","24283827","1"
"3367","24290552","2"
"3368","24291555","4"
"3369","24296111","2"
"3370","24297096","1"
"3371","24298795","2"
"3372","24298886","3"
"3373","24301489","1"
"3374","24302898","1"
"3375","24303683","2"
"3376","24304366","1"
"3377","24306054","2"
"3378","24308786","1"
"3379","24309262","2"
"3380","24313501","2"
"3381","24313894","2"
"3382","24314956","2"
"3383","2431535","2"
"3384","24320153","2"
"3385","24328410","4"
"3386","24332412","2"
"3387","24339574","13"
"3388","24341259","1"
"3389","24341748","1"
"3390","24342929","1"
"3391","24347076","1"
"3392","24348522","1"
"3393","24362253","3"
"3394","24362483","1"
"3395","24364215","3"
"3396","24365046","1"
"3397","24368995","1"
"3398","24369657","1"
"3399","24372015","2"
"3400","24372840","1"
"3401","24373665","1"
"3402","24376543","10"
"3403","24377069","3"
"3404","24378077","1"
"3405","24380007","3"
"3406","24381224","2"
"3407","24382231","1"
"3408","24386069","3"
"3409","24386664","1"
"3410","24387702","3"
"3411","2438900","1"
"3412","24390466","2"
"3413","24390756","3"
"3414","24391490","5"
"3415","2439206","3"
"3416","24394915","2"
"3417","24404091","6"
"3418","24404166","2"
"3419","24404189","2"
"3420","24405321","2"
"3421","24406381","2"
"3422","24408133","3"
"3423","24410498","1"
"3424","24411065","1"
"3425","24411921","3"
"3426","24411947","1"
"3427","24413818","1"
"3428","24417553","1"
"3429","24426120","3"
"3430","24427523","1"
"3431","2442772","1"
"3432","24435464","2"
"3433","24435987","2"
"3434","24436448","1"
"3435","24437719","3"
"3436","24440111","2"
"3437","24441630","3"
"3438","24446444","3"
"3439","24447929","3"
"3440","24454498","2"
"3441","24454855","1"
"3442","24460712","1"
"3443","24461827","2"
"3444","24470467","4"
"3445","24474487","3"
"3446","24476793","2"
"3447","24478101","4"
"3448","24480631","2"
"3449","24480672","3"
"3450","24481167","1"
"3451","24482969","2"
"3452","24490819","2"
"3453","24503979","3"
"3454","24506934","3"
"3455","24509460","1"
"3456","24511369","3"
"3457","24513961","1"
"3458","24515484","1"
"3459","24515833","1"
"3460","24516740","2"
"3461","24517533","2"
"3462","24518992","1"
"3463","24525012","1"
"3464","24532393","2"
"3465","24533959","8"
"3466","24536639","1"
"3467","24538824","1"
"3468","24541594","3"
"3469","24545925","3"
"3470","24547790","2"
"3471","24554690","1"
"3472","24559807","3"
"3473","24562283","3"
"3474","24564627","1"
"3475","24571642","3"
"3476","24575530","1"
"3477","24577504","6"
"3478","24583443","1"
"3479","24585978","2"
"3480","24589065","1"
"3481","24591297","2"
"3482","2459233","8"
"3483","24593129","4"
"3484","24593365","3"
"3485","24593947","1"
"3486","24594008","1"
"3487","2459501","1"
"3488","24604666","4"
"3489","24609347","1"
"3490","24620350","1"
"3491","24621633","2"
"3492","24624335","2"
"3493","24627357","3"
"3494","24628325","2"
"3495","24629990","2"
"3496","2463550","3"
"3497","24640040","1"
"3498","24642540","11"
"3499","24644344","14"
"3500","24644851","3"
"3501","24649776","2"
"3502","24650161","3"
"3503","24650624","1"
"3504","24654377","2"
"3505","24658358","2"
"3506","24659275","2"
"3507","24662133","1"
"3508","24671006","8"
"3509","24673767","6"
"3510","24679604","1"
"3511","24680199","2"
"3512","24684481","1"
"3513","24691692","10"
"3514","24695315","2"
"3515","24697336","1"
"3516","24699585","2"
"3517","24701702","1"
"3518","24702608","2"
"3519","24710166","1"
"3520","24713588","6"
"3521","24715097","3"
"3522","24717658","2"
"3523","24717850","3"
"3524","24719789","1"
"3525","24722229","12"
"3526","24723496","1"
"3527","24726267","2"
"3528","24728836","1"
"3529","24735796","2"
"3530","24744057","2"
"3531","24745950","2"
"3532","24747120","3"
"3533","24748697","1"
"3534","24748699","1"
"3535","24752802","1"
"3536","24753111","1"
"3537","24753666","2"
"3538","24756285","2"
"3539","24760246","1"
"3540","24763805","1"
"3541","24766926","3"
"3542","24767048","3"
"3543","2476743","1"
"3544","24768589","2"
"3545","24770569","2"
"3546","24770810","2"
"3547","24773913","3"
"3548","24775568","3"
"3549","24782377","1"
"3550","24783008","2"
"3551","24783874","4"
"3552","24785974","1"
"3553","24792122","1"
"3554","24796381","1"
"3555","24797981","4"
"3556","24800598","1"
"3557","24801430","3"
"3558","24803889","3"
"3559","24805452","2"
"3560","24806851","2"
"3561","2481552","1"
"3562","24815672","3"
"3563","24817055","4"
"3564","24819136","2"
"3565","24822725","2"
"3566","24823785","1"
"3567","24825779","1"
"3568","2482677","1"
"3569","24829980","3"
"3570","24834216","2"
"3571","24836383","2"
"3572","24836874","2"
"3573","24839355","3"
"3574","24839367","2"
"3575","24840437","2"
"3576","24841332","1"
"3577","24845692","1"
"3578","24848658","2"
"3579","24851500","2"
"3580","24851692","2"
"3581","24852278","2"
"3582","24856524","1"
"3583","24857417","1"
"3584","24864434","3"
"3585","24864560","2"
"3586","24871149","1"
"3587","24876329","1"
"3588","24876519","2"
"3589","24878311","2"
"3590","24882663","2"
"3591","24884666","1"
"3592","24887103","1"
"3593","24892705","1"
"3594","24899189","1"
"3595","24899225","3"
"3596","24905244","1"
"3597","24908907","1"
"3598","24909171","1"
"3599","24911936","13"
"3600","24915102","1"
"3601","2491565","3"
"3602","24918539","1"
"3603","24919498","2"
"3604","24919677","2"
"3605","24924526","1"
"3606","24926422","2"
"3607","24928942","2"
"3608","24929212","1"
"3609","24930036","4"
"3610","24931725","4"
"3611","24934615","2"
"3612","24935425","3"
"3613","24936318","2"
"3614","2493746","1"
"3615","24939164","3"
"3616","24940295","1"
"3617","24946056","3"
"3618","24946440","3"
"3619","24951120","1"
"3620","24955212","2"
"3621","24959741","3"
"3622","24961911","3"
"3623","24965589","2"
"3624","24967607","3"
"3625","24968580","2"
"3626","24972670","2"
"3627","24973352","2"
"3628","24975096","1"
"3629","24983200","2"
"3630","24983758","2"
"3631","24984734","2"
"3632","24990344","7"
"3633","24992454","1"
"3634","24995437","3"
"3635","24999685","1"
"3636","2499984","1"
"3637","25001919","2"
"3638","25001997","9"
"3639","25002753","2"
"3640","25004889","2"
"3641","25005439","1"
"3642","25007928","2"
"3643","25016457","2"
"3644","25017176","1"
"3645","25017954","3"
"3646","25018739","2"
"3647","25019124","3"
"3648","25020847","1"
"3649","25022476","2"
"3650","25024225","1"
"3651","25025372","2"
"3652","25026456","1"
"3653","25032552","1"
"3654","25033392","2"
"3655","2503483","1"
"3656","25038820","8"
"3657","25039155","1"
"3658","25040889","3"
"3659","25041504","2"
"3660","25041671","1"
"3661","25044725","2"
"3662","25047143","2"
"3663","25054218","1"
"3664","25059206","1"
"3665","25060096","3"
"3666","25060583","2"
"3667","25061764","1"
"3668","25062307","1"
"3669","25062376","1"
"3670","25062973","2"
"3671","2506639","2"
"3672","25069429","3"
"3673","25076642","7"
"3674","25077102","3"
"3675","25082498","3"
"3676","25084616","1"
"3677","25086705","1"
"3678","25087241","3"
"3679","25087521","1"
"3680","25092264","1"
"3681","25092796","1"
"3682","25094730","1"
"3683","25094931","1"
"3684","25095438","2"
"3685","25095490","3"
"3686","25097138","1"
"3687","25098061","1"
"3688","25100885","3"
"3689","25122125","1"
"3690","25124152","2"
"3691","25124839","3"
"3692","25124918","2"
"3693","2512537","2"
"3694","25130628","1"
"3695","25135539","1"
"3696","25138972","1"
"3697","25142241","1"
"3698","25145388","3"
"3699","25147582","1"
"3700","25147636","1"
"3701","25148744","2"
"3702","25149069","3"
"3703","25152298","2"
"3704","25155249","2"
"3705","25158754","2"
"3706","25159064","3"
"3707","25159240","16"
"3708","25159570","2"
"3709","2516647","2"
"3710","25167036","2"
"3711","25170981","1"
"3712","25171430","2"
"3713","25174608","3"
"3714","25176280","1"
"3715","25178849","1"
"3716","25181310","1"
"3717","2518262","1"
"3718","25183190","1"
"3719","25184217","1"
"3720","25185705","1"
"3721","25185757","1"
"3722","25188467","3"
"3723","25191868","1"
"3724","25193336","3"
"3725","25194885","2"
"3726","25196609","1"
"3727","25203065","1"
"3728","25216362","2"
"3729","25219888","2"
"3730","25226239","1"
"3731","25227329","2"
"3732","25227566","1"
"3733","25229364","1"
"3734","25234712","1"
"3735","25236388","3"
"3736","25236908","3"
"3737","25236974","1"
"3738","2524126","1"
"3739","25241965","2"
"3740","25242900","2"
"3741","25255175","2"
"3742","25260916","23"
"3743","25264328","2"
"3744","25268783","8"
"3745","25272162","2"
"3746","25272442","1"
"3747","25274037","2"
"3748","25275526","1"
"3749","25275894","2"
"3750","25276452","3"
"3751","25276756","1"
"3752","25283213","2"
"3753","25287505","10"
"3754","25288673","1"
"3755","25291733","2"
"3756","25310198","3"
"3757","25311867","1"
"3758","25311892","8"
"3759","25317072","1"
"3760","25319512","2"
"3761","25323746","1"
"3762","25323902","1"
"3763","25326591","1"
"3764","25331871","1"
"3765","25333762","2"
"3766","25341129","10"
"3767","25341718","2"
"3768","25347385","6"
"3769","25348687","2"
"3770","25349363","3"
"3771","25352351","2"
"3772","25355895","2"
"3773","25356441","1"
"3774","25359140","3"
"3775","25359901","3"
"3776","25361799","2"
"3777","25362642","3"
"3778","2536298","1"
"3779","25363524","1"
"3780","25365409","1"
"3781","25368146","2"
"3782","2537451","3"
"3783","25380127","2"
"3784","25381101","1"
"3785","25383408","3"
"3786","25383892","2"
"3787","25386539","3"
"3788","25386712","2"
"3789","25387756","2"
"3790","25388316","2"
"3791","25388647","3"
"3792","25389930","1"
"3793","25391278","3"
"3794","25394743","1"
"3795","25395157","1"
"3796","25395467","2"
"3797","25395638","3"
"3798","25398701","1"
"3799","25399033","2"
"3800","25399757","1"
"3801","25407298","1"
"3802","2540910","53"
"3803","25423741","1"
"3804","25430039","2"
"3805","25432527","1"
"3806","25433631","53"
"3807","25433913","1"
"3808","25443523","4"
"3809","25447113","1"
"3810","25448023","1"
"3811","25449369","1"
"3812","25452037","1"
"3813","25452919","1"
"3814","25454378","1"
"3815","2545618","2"
"3816","2546331","2"
"3817","25470873","1"
"3818","25471488","2"
"3819","25471837","2"
"3820","25475924","3"
"3821","25478872","1"
"3822","25482647","2"
"3823","25482870","1"
"3824","25490698","1"
"3825","25493820","3"
"3826","25501476","1"
"3827","25505436","2"
"3828","25506283","3"
"3829","2551133","2"
"3830","2551154","1"
"3831","25512077","1"
"3832","25512922","2"
"3833","25517860","1"
"3834","25518414","3"
"3835","25519887","2"
"3836","25524940","1"
"3837","25530620","1"
"3838","25535454","2"
"3839","25536785","1"
"3840","25544826","2"
"3841","25547646","1"
"3842","25548638","1"
"3843","25552062","1"
"3844","25553812","1"
"3845","2555424","1"
"3846","25555001","1"
"3847","25555501","1"
"3848","25560140","1"
"3849","25561330","3"
"3850","25565364","2"
"3851","25566392","3"
"3852","25567013","1"
"3853","25577482","2"
"3854","25577772","3"
"3855","25580003","2"
"3856","25582570","2"
"3857","25583270","2"
"3858","25584222","3"
"3859","25587330","1"
"3860","25588569","2"
"3861","25588962","1"
"3862","25590940","2"
"3863","25592941","2"
"3864","25593629","2"
"3865","2560442","1"
"3866","25607470","1"
"3867","25607560","1"
"3868","25610253","44"
"3869","25611184","1"
"3870","25611387","1"
"3871","25614151","1"
"3872","25619740","2"
"3873","2562146","3"
"3874","25621863","1"
"3875","25623186","1"
"3876","25628567","2"
"3877","25631125","2"
"3878","25632879","4"
"3879","25635569","2"
"3880","25638204","2"
"3881","25639926","2"
"3882","25642825","1"
"3883","25646610","3"
"3884","25651582","3"
"3885","25653297","2"
"3886","25654527","1"
"3887","25657088","1"
"3888","25657749","1"
"3889","25658443","1"
"3890","25658873","2"
"3891","25659660","1"
"3892","25661216","3"
"3893","25662270","2"
"3894","2566284","1"
"3895","2566441","2"
"3896","25668656","2"
"3897","25668929","1"
"3898","25672354","1"
"3899","25675956","1"
"3900","25677297","2"
"3901","25677974","2"
"3902","25678968","2"
"3903","25679048","1"
"3904","25679124","1"
"3905","25680797","1"
"3906","25682497","2"
